V161003,V161086,V161087,V161088,V161089,V161090,V161091,V161092,V161093,V161094,V161095,V161096,V161109,V161126,V161134A,V161178,V161181,V161184,V161187,V161189,V161198,V161201,V161295,V161361X,V162096,V162097,V162098,V162099,V162100,V162101,V162105
1,0,70,50,30,15,70,0,0,0,0,70,2,4,-1,3,7,1,3,5,4,1,-1,28,0,0,20,85,50,85,85
4,41,58,60,49,50,64,46,51,51,46,60,4,5,-1,3,4,99,1,6,4,3,50,-9,45,56,61,70,66,56,50
1,69,1,31,16,58,10,100,85,16,77,10,4,2,-1,5,2,1,1,3,4,2,30,25,64,79,60,60,61,5,61
3,85,0,50,50,50,50,100,70,50,60,30,3,4,-4,99,99,99,3,99,99,99,45,13,50,50,50,50,50,50,50
2,0,85,0,0,0,85,0,-99,50,15,85,1,6,-1,2,7,6,3,5,5,6,40,20,70,0,70,60,85,85,70
1,62,32,50,17,61,50,87,86,51,70,15,0,4,65,5,4,3,1,2,6,3,50,28,50,71,70,59,51,61,59
2,0,100,70,3,1,100,11,3,0,0,100,1,6,42,1,5,5,1,7,6,5,40,17,10,15,71,69,55,100,33
2,15,85,50,50,40,100,30,60,50,50,85,2,5,-1,3,6,6,3,3,6,4,50,7,70,40,70,85,60,85,50
1,32,1,17,51,86,1,71,41,-99,16,1,1,1,-1,7,3,1,1,3,2,1,-1,26,85,85,85,86,50,17,50
2,86,1,1,16,84,3,85,85,1,84,1,0,4,-1,4,4,4,3,3,2,2,-1,2,41,58,71,51,30,16,50
2,70,0,-99,50,50,30,100,85,-99,70,30,0,99,-1,5,99,5,1,4,1,99,6,8,50,60,50,50,40,60,50
2,60,60,50,50,60,60,60,40,50,60,60,1,4,41,4,6,4,3,6,5,4,-1,1,70,60,85,85,30,70,30
3,85,50,50,50,50,50,70,70,50,70,70,1,99,-1,4,4,6,3,3,99,3,-1,5,-6,-6,-6,-6,-6,-6,-6
1,90,17,-99,50,50,-99,100,100,50,99,40,0,99,-1,99,99,99,1,99,99,99,-1,11,61,55,70,69,70,53,64
4,100,0,50,50,50,50,100,100,50,100,0,2,99,-1,99,3,4,1,5,4,6,-1,11,60,51,51,99,51,61,51
4,69,0,50,50,50,50,98,70,50,60,30,5,4,60,5,3,2,1,1,4,1,40,24,85,50,50,70,15,50,50
1,100,0,61,61,100,32,99,99,60,99,0,0,2,75,7,5,4,1,4,1,1,-1,5,100,100,100,85,60,85,70
2,15,60,-99,-99,-99,-99,0,15,-99,30,60,1,6,60,3,5,5,3,7,7,4,8,17,50,30,50,70,70,70,50
4,0,100,-99,-99,-99,-99,0,30,-99,-99,-99,4,99,-9,99,-9,-9,-9,-9,99,-9,-1,11,-9,-9,-9,-9,-9,-9,-9
2,30,0,60,50,60,0,70,40,60,15,15,1,4,55,4,2,1,3,5,4,1,40,28,60,40,50,50,50,30,50
1,71,1,51,51,71,1,99,70,-99,71,1,0,1,55,5,4,2,1,3,1,1,60,7,100,85,70,100,70,15,100
2,84,1,50,50,61,50,100,61,50,70,15,0,4,-1,7,3,1,1,3,1,1,30,7,-7,-7,-7,-7,-7,-7,-7
4,50,0,-99,-99,50,50,70,70,-99,60,40,3,4,60,99,99,99,1,3,7,1,60,17,50,50,15,60,60,50,40
2,100,0,50,50,50,50,85,100,50,85,40,4,99,-1,3,3,1,1,3,4,4,40,26,-6,-6,-6,-6,-6,-6,-6
2,70,0,50,50,50,50,75,60,50,50,15,1,99,-1,99,4,6,1,99,6,1,-1,27,76,40,15,71,30,41,60
2,33,0,19,2,71,70,55,19,8,14,28,0,5,-1,3,4,5,1,5,5,3,45,25,24,62,41,48,46,71,45
2,85,10,50,50,70,5,90,100,-99,87,10,0,2,-1,5,2,1,1,5,3,1,10,4,75,90,40,50,60,5,70
3,72,3,-99,-99,51,16,95,60,-99,56,17,3,3,-1,3,4,5,1,3,5,2,50,-9,85,60,40,50,40,30,50
1,0,85,50,0,0,85,0,0,50,0,60,0,5,32,1,4,5,3,7,7,3,40,17,-6,-6,-6,-6,-6,-6,-6
2,85,30,50,50,60,50,85,85,50,85,30,0,4,50,2,4,4,1,3,5,2,-1,11,70,50,70,40,70,40,60
2,15,70,50,50,40,70,15,15,50,15,85,0,6,45,2,5,6,3,7,6,6,45,24,50,30,30,50,50,85,50
3,70,5,45,50,70,15,75,70,-99,70,15,3,2,-1,5,3,3,1,3,3,2,40,26,70,85,45,57,40,32,44
4,30,70,-99,59,-99,-99,80,50,-99,60,60,0,99,20,99,6,4,1,99,99,99,-1,1,15,40,30,85,50,15,15
4,60,15,40,40,50,70,70,50,50,85,40,0,-9,-1,99,5,6,1,4,4,4,-1,11,-6,-6,-6,-6,-6,-6,-6
3,40,15,60,40,-99,40,70,50,-99,30,15,0,2,-1,5,3,2,1,3,99,3,-1,10,70,70,60,70,40,50,40
2,8,62,50,50,50,61,31,30,50,17,41,1,5,-1,1,5,7,3,7,7,4,50,28,41,17,41,71,60,73,70
2,85,40,30,50,70,60,100,85,50,70,60,3,4,-1,4,4,4,1,4,3,3,-1,8,60,70,60,85,60,50,60
3,1,95,-99,-99,-99,71,0,14,-99,1,86,1,99,-1,4,4,4,3,3,4,1,43,5,2,54,53,62,51,53,62
1,15,85,50,50,50,85,50,30,50,50,50,3,3,45,6,5,2,1,3,2,2,40,19,70,60,50,85,40,50,50
2,1,87,-99,-99,-99,-99,1,2,-99,17,61,1,99,55,4,7,99,3,6,7,99,40,15,50,50,15,85,15,52,13
3,9,10,75,5,40,70,25,50,85,30,30,1,5,-1,2,5,4,1,6,5,3,-1,27,61,24,40,66,67,75,60
3,30,70,50,50,50,50,30,50,50,50,50,2,99,-1,99,99,99,3,99,4,99,-1,11,-6,-6,-6,-6,-6,-6,-6
2,89,0,56,86,50,35,85,85,50,84,2,4,2,-1,5,1,6,1,4,5,3,45,24,14,42,21,64,30,29,50
5,50,51,50,50,50,50,50,50,50,50,51,0,4,50,99,99,99,3,99,99,99,40,9,50,55,50,45,45,50,50
1,0,100,0,-99,-99,100,0,0,-99,0,100,3,7,48,1,7,7,3,7,7,1,-1,1,-7,-7,-7,-7,-7,-7,-7
4,0,0,1,0,0,0,0,0,0,0,0,3,4,60,1,1,7,2,7,7,7,35,16,50,0,50,50,50,0,50
4,41,50,-99,-99,41,61,50,50,-99,50,71,2,5,-1,4,4,4,1,4,4,3,-1,24,-6,-6,-6,-6,-6,-6,-6
2,8,65,-99,-99,-99,71,58,4,-99,35,88,1,3,54,1,5,1,2,5,7,7,-1,3,30,40,76,60,8,-9,50
3,70,15,50,50,15,70,100,85,50,100,0,1,1,55,5,2,1,1,2,3,1,40,26,85,100,50,85,40,0,30
1,18,85,50,-99,50,70,15,30,-99,30,70,3,6,-1,2,6,6,3,4,5,6,-1,-9,-6,-6,-6,-6,-6,-6,-6
4,80,1,-99,-99,-99,0,94,81,-99,87,1,0,99,-1,99,99,99,1,99,99,99,45,9,63,71,62,70,50,63,65
2,85,0,15,30,85,-99,85,85,50,85,0,1,2,-4,4,4,4,1,2,2,2,-1,-9,-7,-7,-7,-7,-7,-7,-7
1,50,50,49,50,51,49,50,49,50,50,50,3,4,-1,2,3,4,3,3,4,4,60,9,50,50,50,53,50,50,50
2,0,40,10,30,20,70,10,60,-99,0,85,0,5,-1,2,6,7,3,7,7,5,-1,8,69,16,16,39,61,80,85
5,30,0,15,24,15,15,22,15,0,2,20,8,99,-1,99,99,3,2,4,1,5,40,11,-6,-6,-6,-6,-6,-6,-6
3,0,60,40,-99,30,70,15,15,-99,30,60,1,6,-1,3,5,5,1,5,6,3,-1,23,53,33,42,51,41,88,43
4,60,70,15,0,0,70,70,15,50,60,70,1,99,40,6,6,3,3,4,4,2,25,21,70,40,70,70,40,85,70
3,0,100,50,50,30,60,0,40,50,30,70,3,5,43,1,1,2,2,4,7,99,60,16,40,0,85,30,60,85,60
4,30,60,50,50,50,50,15,60,50,60,40,4,4,-1,99,99,99,1,99,99,99,25,12,70,50,60,60,40,60,60
1,0,100,0,50,0,100,0,0,50,0,70,1,6,-1,1,5,6,2,5,6,5,45,20,-6,-6,-6,-6,-6,-6,-6
2,70,0,-99,-99,85,50,85,85,-99,60,40,0,3,47,4,4,5,1,4,4,2,-1,7,71,77,60,86,32,49,51
4,61,3,51,51,52,51,72,71,50,72,31,1,4,-9,6,5,2,1,3,2,2,-1,26,98,74,86,96,31,29,53
2,50,50,50,50,50,50,0,30,50,70,60,0,5,-1,4,6,1,3,3,4,3,23,2,50,70,70,100,70,85,60
2,30,30,70,50,60,60,30,30,70,30,30,3,4,48,3,5,7,1,6,5,1,-1,28,-6,-6,-6,-6,-6,-6,-6
4,50,15,50,50,50,50,40,85,50,50,50,4,99,40,6,2,4,1,2,3,4,30,16,-6,-6,-6,-6,-6,-6,-6
1,0,70,50,50,0,80,0,0,50,0,60,3,6,-1,1,6,6,3,7,7,6,40,21,40,30,15,70,40,85,15
1,75,1,50,50,49,35,95,80,-99,60,40,3,3,-1,3,2,5,1,6,6,3,50,28,30,40,4,50,46,22,65
3,1,62,36,50,55,75,30,13,49,32,64,1,5,54,3,4,5,1,4,99,1,-1,26,61,16,42,60,51,70,51
1,72,0,42,43,72,41,100,98,32,88,1,1,1,-1,6,3,5,1,4,5,2,45,27,85,90,82,81,50,35,50
5,72,2,29,20,83,29,87,59,1,83,2,2,2,-1,5,7,4,1,7,6,5,24,24,100,84,71,98,39,0,31
2,63,2,8,51,5,1,98,3,7,97,5,2,4,100,5,5,5,1,5,5,5,30,1,79,47,66,74,75,48,51
1,100,0,60,50,15,50,100,100,50,50,0,2,1,80,4,3,99,1,2,1,1,36,3,99,0,50,0,0,0,63
2,30,70,50,50,51,84,40,16,50,40,60,3,5,49,4,5,7,1,99,7,5,46,21,-7,-7,-7,-7,-7,-7,-7
3,61,1,0,99,51,2,85,32,51,56,0,4,2,71,7,1,1,1,3,1,1,40,18,77,85,63,71,15,0,32
3,60,0,50,50,60,30,100,100,50,85,15,1,4,53,7,2,4,1,1,1,2,15,7,100,50,100,100,60,70,15
4,60,0,50,50,50,50,70,70,50,85,50,4,3,-1,5,5,4,1,4,4,4,23,-5,-7,-7,-7,-7,-7,-7,-7
2,85,30,15,15,70,30,85,85,50,85,50,0,99,-1,99,99,99,1,99,99,99,-1,6,50,50,40,85,40,50,50
1,5,95,30,50,30,75,20,10,-99,30,60,3,5,-1,3,4,5,1,6,6,5,-1,28,-7,-7,-7,-7,-7,-7,-7
4,30,60,-99,-99,-99,-99,15,40,-99,30,60,0,7,49,99,5,6,1,99,6,4,5,21,0,0,40,-9,50,80,50
1,16,41,-99,-99,-99,51,17,17,-99,32,61,1,4,45,2,4,7,1,6,99,2,45,1,-6,-6,-6,-6,-6,-6,-6
3,50,50,-99,-99,50,40,50,60,-99,60,50,3,2,-1,99,99,2,1,2,6,1,-1,3,50,49,61,50,61,51,86
3,20,60,-99,-99,-99,-99,10,-99,-99,10,70,2,5,-1,1,99,7,2,7,4,99,40,11,50,50,50,70,75,60,70
4,0,30,50,50,50,50,0,50,50,50,50,1,99,40,99,99,99,3,99,7,99,-1,22,50,50,50,50,50,50,50
1,85,0,15,-99,85,60,60,100,-99,85,40,1,2,55,3,6,4,1,4,5,3,60,28,-6,-6,-6,-6,-6,-6,-6
5,85,60,70,70,85,85,85,85,70,85,70,2,99,-1,99,2,99,1,99,99,99,-1,2,34,74,84,89,45,47,55
3,77,0,-99,-99,51,50,69,68,-99,87,43,0,99,-1,4,4,4,1,5,6,2,40,21,-6,-6,-6,-6,-6,-6,-6
2,0,50,0,0,0,50,40,0,50,30,30,0,4,-1,2,6,4,3,6,4,3,-1,-9,-6,-6,-6,-6,-6,-6,-6
4,62,4,45,50,39,-99,42,79,-99,66,34,5,2,-1,5,3,1,3,3,99,5,-1,15,70,60,15,85,40,16,70
2,30,18,-99,51,-99,36,11,1,-99,22,52,1,6,-1,4,4,7,1,6,3,1,-1,3,-6,-6,-6,-6,-6,-6,-6
3,15,69,50,50,39,65,29,16,51,30,45,2,5,48,3,6,6,3,5,4,5,40,28,-6,-6,-6,-6,-6,-6,-6
1,31,2,40,98,68,1,60,3,-99,11,11,0,3,51,4,4,4,1,4,4,1,38,12,85,70,60,70,40,40,60
4,1,71,51,17,60,98,1,15,15,17,100,1,7,-1,2,7,6,3,5,5,6,43,19,0,15,50,80,85,95,80
4,0,0,-99,-99,-99,-99,0,17,-99,0,0,1,4,30,1,2,7,1,7,7,7,-1,20,51,50,3,50,58,50,51
4,15,60,1,0,50,70,30,16,-99,30,60,2,4,46,4,5,5,3,4,3,4,-1,8,60,30,60,85,30,60,60
2,85,0,50,60,85,5,100,70,-99,75,0,0,2,-1,5,2,2,1,2,1,1,40,11,100,85,57,95,40,31,43
3,15,30,0,0,0,0,0,0,0,0,30,3,99,48,2,5,99,3,4,7,99,-1,16,50,0,100,60,0,50,50
2,1,10,55,50,50,20,53,35,50,45,60,2,5,51,3,3,2,3,5,5,2,40,17,20,35,60,65,10,50,48
3,15,85,-99,-99,-99,-99,0,0,-99,15,85,1,6,-1,99,5,7,1,3,7,99,-1,28,40,15,0,85,70,0,60
1,72,50,51,39,42,55,88,61,53,52,57,1,99,-1,99,7,5,1,3,1,3,35,2,70,57,60,70,69,60,64
2,0,60,50,50,15,100,0,0,50,0,70,1,99,40,4,4,5,1,99,99,3,40,16,50,50,30,50,50,70,60
2,30,0,15,0,0,0,85,15,0,15,15,0,99,-1,99,99,5,2,99,3,3,45,7,0,0,50,0,0,0,0
3,1,85,41,30,0,86,16,8,9,50,61,4,6,-1,3,7,99,1,4,4,99,60,14,100,50,50,70,70,85,70
2,61,48,67,51,50,50,72,77,54,54,42,0,3,-1,3,5,99,1,2,99,99,-1,16,62,72,71,85,61,69,60
3,43,40,-99,-99,38,51,40,31,-99,40,40,0,5,-1,2,99,99,1,3,99,99,40,21,62,32,71,65,45,71,60
2,70,0,50,50,60,0,80,70,50,70,15,1,4,-1,5,3,2,1,3,3,2,55,28,60,70,60,70,70,50,70
2,0,70,0,49,0,95,-99,2,50,1,68,-9,6,-1,4,7,7,1,7,7,5,-1,1,85,15,39,73,72,100,72
1,90,0,20,0,80,0,90,85,5,80,0,1,2,-1,7,3,1,1,4,2,2,-1,21,100,84,73,82,48,30,50
1,85,30,50,50,70,50,100,85,50,100,30,2,5,80,6,5,1,1,4,1,2,32,15,71,51,61,100,41,50,84
2,0,85,30,30,1,100,1,1,-99,1,40,0,6,30,2,7,6,3,6,6,6,-1,13,-6,-6,-6,-6,-6,-6,-6
4,0,50,-99,-99,-99,50,0,50,-99,60,70,0,4,-1,4,5,6,1,4,7,3,40,12,50,60,60,100,40,85,70
2,0,85,30,40,0,100,0,0,30,15,70,0,6,-1,4,6,5,3,5,3,5,-1,1,30,16,60,70,85,70,85
5,12,12,50,50,50,0,45,60,50,50,50,3,99,65,99,99,2,3,99,3,3,40,23,-6,-6,-6,-6,-6,-6,-6
1,0,70,50,50,60,70,0,0,50,15,70,1,4,-1,4,4,4,1,3,6,99,40,22,41,2,50,83,38,69,49
2,70,30,50,50,60,40,85,60,60,50,50,1,4,55,4,4,1,1,3,7,2,45,22,60,70,50,60,50,60,50
1,0,100,30,15,0,100,0,0,30,0,70,3,6,-1,1,5,7,2,7,7,7,48,23,-6,-6,-6,-6,-6,-6,-6
2,1,98,1,2,1,100,10,1,1,1,31,3,4,-1,1,7,7,1,7,7,6,40,28,1,0,37,82,99,99,99
4,80,0,-99,-99,50,15,100,60,-99,85,30,0,3,-1,4,2,2,1,5,3,3,-1,27,85,70,40,60,30,30,40
1,17,2,18,60,31,6,15,0,13,7,2,4,99,50,99,7,7,1,99,99,99,45,19,-6,-6,-6,-6,-6,-6,-6
3,15,40,15,15,15,40,15,30,15,40,40,1,99,40,99,99,7,1,99,99,99,40,18,30,85,85,85,60,70,50
3,15,15,60,-99,30,30,60,15,-99,40,30,2,4,-1,3,3,6,1,6,6,3,-1,10,50,50,50,100,50,50,70
2,2,85,50,50,50,85,15,15,51,41,85,5,6,45,5,5,5,1,3,4,4,-1,22,49,41,51,56,70,86,49
4,70,0,-99,70,50,-99,85,60,-99,60,30,0,4,-1,5,99,4,1,4,4,99,-1,1,85,85,100,100,40,60,40
1,0,100,60,40,0,85,0,0,50,0,30,2,3,-1,1,5,4,2,6,7,5,40,17,0,30,30,70,30,70,15
1,90,10,30,30,30,15,90,80,40,75,35,1,1,52,6,3,1,1,2,2,2,50,27,100,85,85,100,60,40,50
2,0,30,50,100,40,50,70,40,50,40,0,0,2,-1,5,1,1,1,2,5,1,-1,19,60,85,100,100,0,30,15
2,91,0,5,50,60,0,99,85,10,80,15,5,1,-1,5,4,2,1,2,2,3,50,25,100,95,50,60,0,15,14
3,100,0,50,50,50,15,85,100,50,70,0,0,2,-1,5,4,2,1,4,4,2,50,28,99,99,62,60,72,58,84
2,100,6,0,0,0,89,83,85,-99,0,85,1,4,-1,6,5,1,1,7,7,1,-1,24,70,85,70,100,30,70,85
3,0,70,50,50,50,70,0,0,50,0,85,0,99,30,99,99,7,2,7,7,7,40,11,0,15,30,85,85,85,70
1,16,85,-99,-99,16,86,32,17,-99,22,75,1,6,48,2,5,7,3,6,6,5,20,27,45,40,65,85,75,100,85
2,0,100,0,0,0,100,0,0,0,0,60,3,6,49,4,4,5,3,4,4,3,50,17,17,2,4,84,52,68,65
3,0,85,50,50,0,70,0,-99,50,15,85,4,6,-1,1,7,7,1,3,5,6,50,15,50,50,50,50,40,50,50
4,16,71,-99,-99,-99,-99,1,31,-99,30,61,4,6,-1,6,4,7,1,2,4,2,50,18,-6,-6,-6,-6,-6,-6,-6
3,1,49,48,46,48,48,0,50,47,0,49,4,99,-1,99,99,7,1,99,99,1,60,22,70,50,68,97,0,30,21
2,0,70,50,50,0,85,0,0,-99,0,60,4,99,-1,99,99,99,3,99,99,99,-1,7,-6,-6,-6,-6,-6,-6,-6
2,100,15,60,50,50,70,60,85,50,70,40,1,3,-1,4,6,2,3,3,7,4,-1,19,60,70,70,60,40,70,30
2,80,10,50,50,80,45,80,70,60,70,30,3,5,-1,3,4,2,1,7,4,2,70,28,70,40,40,100,60,40,60
2,15,75,15,15,15,85,15,15,-99,15,70,4,6,50,3,5,6,3,6,6,4,50,25,40,40,30,60,90,90,90
4,60,15,70,50,60,15,70,85,50,85,15,3,3,-1,99,7,7,1,99,99,99,30,16,-6,-6,-6,-6,-6,-6,-6
1,85,0,50,-99,85,50,100,85,-99,85,15,0,99,55,99,99,7,1,99,99,99,24,17,70,70,50,60,15,15,30
1,0,70,50,-99,50,50,0,0,50,70,85,1,3,-4,3,2,1,3,1,4,1,40,25,7,71,72,52,3,32,40
4,60,0,0,0,0,0,85,70,0,60,0,3,99,-1,5,99,99,1,3,1,99,-1,11,-9,-9,85,85,-9,-9,50
4,85,15,50,-99,50,50,85,100,50,60,50,2,99,-1,4,5,99,3,99,1,99,-1,1,54,50,56,100,27,50,2
2,40,0,30,75,50,0,70,40,50,50,0,0,1,-1,5,1,1,1,3,3,1,36,20,70,70,60,80,0,30,30
2,1,41,36,40,16,84,0,8,27,13,31,2,6,-1,3,5,7,1,6,7,6,20,23,28,1,15,52,40,85,51
3,30,70,50,0,0,100,0,60,0,50,50,4,3,-1,4,5,1,1,99,4,1,45,21,87,83,83,98,61,17,99
4,5,0,60,-99,43,61,62,61,-99,21,42,4,5,-1,4,4,5,1,6,7,4,40,22,30,30,15,50,50,70,50
2,60,0,50,50,70,60,70,60,-99,85,0,0,4,-1,4,4,2,1,5,4,2,31,8,50,50,30,50,50,50,50
1,85,0,15,15,85,15,100,100,60,85,15,5,2,56,5,5,5,1,3,3,1,44,15,60,60,80,78,13,30,30
2,30,60,50,50,30,60,30,30,-99,30,60,0,4,-1,3,5,7,3,4,6,3,-1,6,53,51,72,52,62,61,52
3,60,3,30,31,30,31,100,100,33,16,1,6,6,100,7,4,1,2,1,1,1,-1,1,61,26,48,60,60,50,61
3,100,1,50,50,51,50,100,100,51,78,15,3,2,60,7,1,1,1,1,99,1,80,13,85,85,85,85,30,30,50
4,70,0,0,0,0,0,85,70,0,70,0,5,99,-4,99,99,99,2,2,1,1,-1,11,59,54,53,60,50,60,50
3,85,40,50,50,60,40,85,100,-99,70,40,1,3,51,3,4,3,1,3,4,3,45,25,70,85,60,85,60,60,60
2,3,59,-99,31,-99,57,27,5,-99,54,61,2,6,-1,4,4,7,3,6,4,4,37,17,0,77,16,41,22,86,85
1,0,70,50,50,50,60,0,50,50,0,85,2,6,49,1,4,7,3,6,99,4,50,1,-6,-6,-6,-6,-6,-6,-6
1,0,90,50,50,20,85,0,85,50,40,0,0,5,-1,1,7,5,3,1,7,5,40,11,50,60,100,85,0,60,40
2,100,15,40,50,60,15,100,60,50,100,15,2,2,-1,4,3,3,1,3,3,3,40,28,70,70,60,60,60,15,50
2,0,100,16,15,0,99,0,0,31,0,99,1,99,12,3,5,99,3,99,99,99,-1,-9,-6,-6,-6,-6,-6,-6,-6
3,1,0,51,50,51,51,2,60,52,51,51,0,5,-1,1,5,-9,-9,-9,-9,-9,-1,-5,-7,-7,-7,-7,-7,-7,-7
3,0,40,0,0,0,30,0,0,0,0,40,2,6,-1,6,6,7,1,6,7,7,40,22,50,50,50,50,50,50,50
2,60,0,10,0,75,0,85,50,0,40,0,1,3,-1,5,5,4,1,4,5,2,45,24,40,40,30,60,40,15,40
2,15,40,60,50,50,70,40,40,50,15,60,3,6,-1,3,2,7,3,6,6,3,50,13,51,42,40,90,60,91,90
2,16,70,60,50,30,60,70,70,50,59,70,2,4,40,99,5,5,1,6,99,2,40,12,51,60,100,60,70,40,70
5,30,2,55,50,85,-99,82,95,5,2,4,0,4,80,7,3,99,3,99,4,7,-1,1,100,100,70,85,0,0,50
2,70,0,15,85,60,0,85,60,30,60,0,0,1,49,7,3,1,1,2,1,1,45,25,100,79,92,100,30,29,41
2,60,0,50,-99,50,0,100,55,-99,40,0,1,3,50,4,4,6,1,5,5,2,48,26,100,100,70,100,40,70,100
3,40,40,50,30,50,70,60,60,-99,30,60,0,4,-1,2,4,5,1,7,6,3,50,-9,30,15,30,85,70,100,85
2,15,100,60,0,0,100,30,85,20,20,60,0,4,50,99,99,99,3,99,99,99,45,28,84,84,96,68,98,98,88
3,-99,0,70,0,0,0,100,85,70,100,0,5,3,-1,4,5,5,2,5,5,5,17,1,-6,-6,-6,-6,-6,-6,-6
2,15,0,15,-99,40,-99,15,0,-99,30,50,1,6,-1,2,4,4,3,4,3,3,15,17,42,45,54,85,50,53,50
4,5,14,85,51,51,51,2,61,50,16,61,2,3,40,2,99,1,3,3,7,99,-1,3,41,51,63,51,51,50,50
2,20,80,-99,-99,5,80,35,35,-99,10,35,3,6,47,3,4,5,1,5,4,4,55,28,65,50,40,65,70,65,60
2,85,0,-99,90,50,5,95,70,-99,70,30,1,2,52,5,4,2,1,3,2,1,40,17,76,76,75,57,30,30,42
1,60,0,50,52,71,31,84,100,-99,62,1,1,3,60,4,4,1,1,3,4,2,40,15,86,84,61,72,42,1,1
3,0,0,30,30,50,4,70,15,15,0,100,4,99,50,99,4,99,1,99,99,-9,-1,-9,58,0,70,83,84,88,84
1,60,0,30,50,50,15,70,85,40,60,0,0,-9,48,6,2,2,1,4,4,2,40,1,50,75,65,50,35,40,50
1,0,100,0,0,0,100,0,0,0,0,70,0,7,-1,1,7,7,3,7,7,4,50,9,0,0,0,100,50,100,50
4,85,60,-99,-99,70,70,99,71,-99,98,-99,1,99,-9,99,99,99,1,1,99,99,35,-9,-6,-6,-6,-6,-6,-6,-6
2,85,0,-99,-99,-99,-99,100,70,-99,100,0,1,4,-4,6,6,2,1,3,4,1,-1,23,50,50,50,85,15,15,85
2,1,92,-99,-99,1,100,1,1,-99,1,92,4,7,40,2,6,7,3,7,7,7,18,21,0,1,0,94,17,100,50
3,40,70,-99,-99,50,-99,50,70,-99,50,50,1,5,-1,99,5,4,3,3,6,3,40,20,15,15,50,40,15,70,30
4,86,10,50,51,76,50,85,65,-99,70,15,2,3,-1,5,4,99,1,99,99,99,40,-9,40,50,50,70,41,50,50
2,0,80,50,-99,0,75,10,15,-99,30,60,4,5,47,99,99,1,3,2,7,1,40,26,30,30,30,100,15,100,0
3,0,85,50,70,50,100,0,0,60,30,60,0,4,-1,3,5,6,3,5,6,4,50,13,70,60,100,100,50,85,70
1,90,0,10,15,85,10,100,80,50,75,0,1,2,53,7,3,1,1,4,99,1,40,-5,-6,-6,-6,-6,-6,-6,-6
5,15,15,50,50,50,40,30,0,50,15,30,4,6,49,6,5,6,1,5,7,3,30,23,91,83,84,70,81,76,88
4,0,85,50,0,50,70,50,60,50,50,50,2,5,40,99,5,4,3,6,6,3,40,13,15,40,70,85,50,50,85
1,0,100,50,50,0,100,0,0,50,0,70,2,6,48,4,7,7,3,7,7,6,50,24,-6,-6,-6,-6,-6,-6,-6
2,0,60,-99,-99,-99,50,30,15,-99,15,85,2,6,-1,99,5,1,1,2,6,5,50,22,50,40,15,85,50,100,50
3,0,75,50,50,50,60,0,50,50,25,50,2,4,30,4,4,3,3,4,7,4,-1,16,52,41,61,55,57,50,50
4,70,0,-99,-99,71,29,100,100,-99,51,15,1,99,-1,5,4,2,1,4,1,2,70,17,71,85,79,85,50,24,50
3,0,30,70,30,15,85,0,40,50,15,60,2,6,-1,2,5,5,3,6,6,4,55,21,41,22,11,60,61,62,51
2,70,3,-99,50,85,0,85,50,50,60,30,0,4,51,5,2,1,1,4,4,1,-1,15,50,50,40,50,50,60,50
2,70,0,15,-99,70,40,100,85,-99,85,40,2,2,-1,4,4,3,1,3,99,3,32,24,50,85,60,50,50,30,50
4,84,0,25,57,81,13,94,68,-99,78,25,3,4,60,5,2,99,1,2,2,2,40,27,40,70,40,85,40,30,40
2,85,0,50,50,85,0,85,100,50,100,0,4,99,-1,6,4,4,1,5,3,7,40,23,60,60,85,70,31,70,40
4,41,15,-99,-99,-99,-99,50,60,-99,50,50,1,99,-1,99,99,3,1,3,4,99,64,3,3,50,50,50,50,50,50
4,30,15,50,50,50,50,50,50,50,70,30,2,99,60,6,4,99,1,3,2,99,40,20,50,50,50,60,15,50,40
3,10,63,-99,-99,-99,-99,50,51,-99,31,90,4,6,-1,4,99,4,1,3,4,99,-1,21,50,69,80,56,70,43,52
2,60,0,50,40,70,40,70,60,70,70,40,1,3,-1,3,5,3,1,5,5,3,-1,21,60,60,60,70,30,60,50
4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,99,-9,6,-9,-9,-9,99,99,-9,35,12,52,50,84,60,76,70,50
2,50,50,70,-99,50,50,0,70,-99,15,50,2,6,-1,3,3,3,3,1,1,2,-1,1,-7,-7,-7,-7,-7,-7,-7
3,85,5,-99,50,50,50,100,50,50,100,54,0,99,-1,6,99,5,3,3,3,99,40,9,85,50,85,85,70,50,0
3,0,72,40,53,31,69,6,5,52,16,61,0,6,47,4,4,7,3,4,6,99,40,14,32,17,57,53,50,75,50
3,60,60,60,70,70,60,85,60,40,85,30,6,4,-1,4,1,6,3,5,6,5,-1,16,40,48,45,43,41,57,60
4,55,0,50,-99,-99,-99,75,60,-99,61,32,3,3,60,5,5,99,3,6,4,3,40,12,-6,-6,-6,-6,-6,-6,-6
3,0,0,0,0,0,0,0,0,0,0,0,2,4,-1,99,99,99,3,99,99,99,40,5,6,10,6,10,0,0,7
2,0,89,50,0,0,90,0,15,50,0,100,2,6,46,5,7,7,3,6,7,5,40,19,30,0,17,85,50,90,50
2,0,100,-99,-99,15,100,0,0,-99,0,40,0,6,-1,2,7,5,3,7,6,6,-1,9,50,0,0,85,85,100,85
2,41,86,51,51,51,85,41,51,51,51,51,0,99,-1,3,5,3,3,3,4,4,45,5,41,50,50,50,51,50,50
