V161003,V161086,V161087,V161088,V161089,V161090,V161091,V161092,V161093,V161094,V161095,V161096,V161109,V161126,V161134A,V161178,V161181,V161184,V161187,V161189,V161198,V161201,V161295,V161361X,V162096,V162097,V162098,V162099,V162100,V162101,V162105
2,40,100,-89,-89,50,-88,15,85,-89,40,60,1,99,-1,99,7,7,1,99,7,99,-1,11,70,60,60,85,50,70,60
2,0,100,-89,-89,0,100,0,0,-89,0,100,-9,6,-1,4,5,7,1,4,99,4,-1,-9,-6,-6,-6,-6,-6,-6,-6
3,0,70,50,50,50,70,0,70,50,20,70,1,4,-1,2,5,4,3,5,7,99,40,16,50,50,0,50,60,50,60
4,15,15,0,0,50,30,60,60,-89,60,40,1,4,-1,6,3,3,1,4,5,3,-1,24,60,70,50,60,70,40,60
2,100,0,-89,85,50,-88,100,100,-89,85,30,1,99,58,6,6,4,1,4,4,1,-1,12,85,50,50,100,70,50,60
1,0,70,50,0,15,70,0,0,-89,0,70,1,6,48,4,7,4,3,4,7,4,-1,26,-6,-6,-6,-6,-6,-6,-6
1,70,70,-89,-89,50,85,85,40,-89,40,40,1,5,-1,99,6,5,1,5,99,2,-1,1,40,40,40,70,50,70,50
4,0,0,-89,-89,-89,-89,15,15,-89,50,50,1,99,20,99,99,7,1,99,99,99,24,15,40,50,50,60,40,50,40
3,50,30,60,50,50,-89,60,85,50,70,70,2,99,-1,7,4,3,3,3,5,2,40,13,60,100,85,100,50,100,85
3,0,60,-89,-89,60,-89,0,15,-89,0,60,0,6,-1,2,7,5,1,2,6,5,-1,3,0,0,85,85,60,70,60
1,15,85,0,0,0,0,15,40,50,30,85,1,6,-1,3,5,6,3,6,-8,5,-1,-9,30,30,40,50,70,85,60
4,85,0,-89,70,70,50,100,85,50,85,40,0,2,55,5,3,4,1,4,2,99,40,11,85,70,85,85,40,40,50
4,0,100,50,-89,85,100,15,0,-89,0,100,1,5,-1,4,6,6,3,5,7,1,-1,17,0,50,100,100,100,100,0
2,70,0,100,50,50,50,85,85,50,70,60,2,4,-1,4,4,4,1,4,4,3,40,13,70,70,70,85,15,40,15
2,20,80,-89,-89,-89,30,20,60,-89,10,70,3,99,-1,99,2,3,3,4,4,99,40,13,999,70,85,100,100,30,85
2,50,30,50,60,-89,50,50,50,-88,50,50,5,99,60,4,5,4,3,4,99,4,20,9,50,50,60,70,40,50,40
4,85,0,-89,-89,-89,15,85,70,-89,85,15,2,3,80,5,99,2,3,99,2,3,25,12,70,70,50,70,60,60,70
4,60,0,50,50,50,50,100,85,50,85,15,2,99,-1,4,5,6,1,4,5,99,40,1,100,85,70,100,40,0,30
2,0,60,-89,-89,30,-89,70,40,-89,50,50,0,99,-1,7,7,7,2,7,7,1,15,18,40,50,60,50,40,50,50
2,30,40,-89,-89,50,70,15,15,-89,50,50,2,5,51,99,4,5,3,6,7,4,40,22,70,60,60,85,70,85,85
1,30,0,50,70,-99,-99,60,30,-99,30,0,3,1,50,7,1,1,1,1,1,1,45,23,100,85,85,70,0,0,0
2,50,85,60,-89,50,85,70,40,60,40,60,1,4,-1,1,5,7,1,7,5,5,-1,28,50,40,15,50,15,60,60
4,52,52,-89,-89,-89,-89,97,100,-89,52,0,0,99,-1,99,3,1,3,1,1,99,40,1,100,60,85,100,100,60,100
1,40,0,-89,-89,0,30,85,70,-89,60,0,1,1,-1,7,1,1,1,1,1,1,-1,23,100,100,100,100,0,0,50
3,60,100,-89,50,50,60,15,30,-88,-99,-99,2,7,40,2,2,7,-9,7,7,3,38,9,60,100,70,70,85,70,70
1,0,85,-89,50,60,70,0,50,50,0,70,2,6,40,2,7,7,3,6,7,4,40,24,15,0,15,50,60,85,60
3,70,0,-89,60,40,15,85,60,-89,70,70,0,5,-1,4,5,4,1,6,4,5,60,1,50,70,100,100,100,100,70
2,0,60,50,50,50,70,0,15,-89,15,70,3,7,-4,2,6,6,3,6,99,99,25,19,15,30,60,70,60,85,85
3,30,15,60,50,-89,-88,50,50,-89,30,40,0,5,-4,4,2,2,3,5,4,2,40,13,60,50,50,50,40,60,50
1,5,30,65,50,15,30,40,40,-88,25,40,0,4,-1,2,4,5,1,6,5,2,45,18,50,40,40,50,60,70,50
3,40,70,-89,60,-89,-89,60,50,-89,70,85,2,4,-1,4,7,5,1,5,4,3,48,17,85,85,70,100,70,70,60
2,85,0,60,50,85,15,100,70,-89,85,15,0,2,52,5,3,2,1,2,3,2,-1,14,85,85,70,60,30,40,50
3,15,60,15,50,-89,75,40,15,50,40,70,2,5,-1,4,5,6,1,6,5,99,40,25,50,40,50,60,50,60,50
3,50,40,-89,60,60,60,30,70,-89,50,40,4,99,-1,99,7,1,3,7,6,99,40,21,60,50,70,60,50,50,40
2,70,15,-89,-89,70,30,70,70,-89,85,30,0,5,-1,4,4,6,1,4,1,3,-1,5,0,0,15,60,30,30,15
2,85,15,60,50,50,40,100,85,50,60,30,2,4,47,5,4,5,1,3,3,3,45,25,70,70,60,85,50,60,50
2,15,0,60,-89,50,15,60,15,-89,50,50,2,4,-1,5,5,99,3,2,99,99,60,1,70,60,70,85,30,40,50
2,85,0,60,-89,50,50,85,70,50,85,40,1,4,-1,7,7,7,1,1,7,99,45,21,50,45,80,60,45,50,40
2,60,15,85,85,50,40,70,50,-89,60,50,1,3,60,3,1,2,1,4,5,1,45,17,85,60,50,85,50,60,50
2,70,0,30,30,50,50,15,85,50,50,85,2,1,-1,7,7,1,1,7,7,1,112,9,15,50,70,100,30,50,0
2,70,0,30,-89,30,-89,0,60,-89,60,30,1,1,-1,7,7,1,1,6,6,1,-8,6,100,30,15,70,85,15,50
2,70,40,-89,60,-89,-88,70,85,-89,85,70,1,99,-1,4,99,99,1,6,5,99,-1,4,-6,-6,-6,-6,-6,-6,-6
1,70,0,40,50,85,10,85,70,30,85,0,2,1,55,6,3,2,1,2,1,1,50,23,100,85,50,100,30,15,40
2,60,50,-89,60,50,40,85,40,-89,60,60,1,99,-8,7,-8,99,3,1,1,1,-1,1,100,100,100,100,60,50,50
3,40,60,50,60,50,70,40,70,-89,60,70,3,3,-1,3,4,6,3,99,4,3,37,19,50,50,85,50,50,50,50
4,0,50,0,-89,15,-89,0,0,-89,15,60,0,5,49,7,5,7,3,7,7,99,-1,1,50,85,50,100,60,85,100
4,30,0,-89,100,15,-89,50,50,-89,60,30,3,3,55,2,1,2,1,3,2,1,-1,-9,100,60,85,60,0,50,50
1,0,70,50,-89,0,60,0,15,-89,15,60,4,5,-1,2,5,7,3,6,7,4,55,26,30,40,50,50,60,60,50
1,0,100,0,0,0,100,0,50,50,0,85,1,7,-1,1,6,5,1,7,6,5,-1,17,15,0,40,85,40,100,85
2,50,70,-89,40,30,15,50,0,-89,50,70,2,99,-1,5,4,6,1,5,5,6,-1,1,100,0,85,100,85,30,15
4,70,15,50,-89,50,70,85,85,-89,70,60,2,3,-1,99,99,2,1,1,6,3,-1,17,70,70,70,85,50,60,50
3,50,30,0,0,0,0,70,70,0,60,30,0,4,-1,2,2,2,1,3,3,2,40,14,-6,-6,-6,-6,-6,-6,-6
2,0,60,70,50,50,50,40,50,-89,30,70,1,6,-1,2,5,6,3,6,99,5,40,12,0,15,50,60,40,70,60
4,60,70,70,-89,-89,-89,85,85,-89,60,85,1,5,-1,6,3,1,3,3,5,1,40,11,40,60,70,100,30,85,70
2,70,0,-89,-89,70,50,100,85,-89,50,15,1,99,-1,4,6,4,1,4,99,4,32,5,50,60,40,50,40,50,40
2,85,15,60,50,100,50,85,70,-89,85,30,1,4,70,5,3,3,1,5,4,2,-1,12,85,70,60,70,60,60,70
4,70,30,-89,70,50,50,85,60,-89,85,50,3,3,50,5,4,99,3,2,99,99,3,21,60,50,50,50,50,50,50
1,85,0,30,-89,60,15,100,50,-89,70,15,0,2,-1,6,3,4,1,2,2,1,-1,11,85,100,70,85,0,30,40
1,0,50,0,0,0,30,0,15,0,0,50,4,7,51,3,3,5,3,7,7,6,-1,26,0,0,0,50,50,50,70
2,30,60,50,50,40,85,40,70,-89,60,70,1,6,48,4,6,4,3,4,5,4,46,14,-6,-6,-6,-6,-6,-6,-6
3,95,96,-89,-89,-89,-89,90,100,-89,90,90,0,99,50,4,99,99,3,4,99,99,-1,11,40,50,15,70,85,40,15
1,70,0,50,40,70,30,70,70,50,60,30,1,2,47,5,4,3,1,4,4,3,-1,24,80,50,60,70,50,50,70
4,15,85,50,15,50,-89,15,15,50,60,70,1,4,-1,5,6,7,3,4,5,99,40,5,50,70,85,85,40,70,70
4,85,70,70,50,85,-89,70,0,50,85,70,1,4,-1,4,99,4,3,99,4,99,-1,11,-6,-6,-6,-6,-6,-6,-6
1,0,70,50,50,-89,60,0,0,-89,15,70,1,7,-1,2,7,7,3,7,6,7,-1,17,-6,-6,-6,-6,-6,-6,-6
3,15,60,-89,85,50,-89,70,85,-89,85,60,1,99,-1,2,4,6,3,5,99,99,55,19,50,70,0,100,60,100,100
4,0,50,-89,-89,30,-89,0,50,-89,50,50,4,99,-1,99,99,99,3,99,99,99,50,15,-6,-6,-6,-6,-6,-6,-6
3,85,0,50,-88,40,-88,60,70,-88,40,50,1,99,-8,99,99,99,1,99,99,99,-1,1,998,998,998,998,998,998,30
1,85,0,30,30,85,0,100,100,-89,85,15,2,6,49,-8,6,99,1,3,2,99,40,-9,999,60,85,100,100,60,70
2,15,85,-89,-88,-89,-88,0,15,-89,30,85,1,4,43,3,5,2,1,5,6,3,60,21,15,30,70,60,60,50,60
3,60,40,50,50,50,40,40,50,50,60,60,2,4,-8,4,5,4,1,5,3,2,40,22,50,40,50,50,40,60,50
4,100,0,-89,-89,-89,-89,50,85,-89,-99,-99,1,99,-1,99,7,7,3,7,7,1,40,11,85,50,50,50,50,50,50
4,50,15,-89,-89,-89,-89,60,50,-89,50,0,0,4,-1,4,4,4,-9,4,4,4,-1,7,50,50,70,50,60,50,50
2,70,0,60,50,70,0,85,85,70,70,40,0,2,-1,4,3,4,3,4,4,3,50,17,60,60,0,70,50,50,50
1,70,15,70,-88,50,50,70,70,50,70,30,0,3,55,5,2,2,1,3,4,2,40,18,-6,-6,-6,-6,-6,-6,-6
1,15,85,50,-89,-89,50,0,15,-89,30,70,2,7,47,2,6,7,2,7,7,5,55,26,0,15,40,50,60,70,50
2,60,70,70,60,60,70,70,70,-89,60,70,1,5,-1,5,4,5,1,5,5,4,50,23,60,60,70,60,60,60,50
4,25,25,-89,50,50,-89,75,50,-89,50,50,3,99,37,3,6,99,1,99,7,4,14,13,-6,-6,-6,-6,-6,-6,-6
2,30,60,-89,-89,-89,30,40,40,-89,40,60,4,5,-1,3,3,6,1,6,99,3,50,26,50,50,40,70,40,60,50
4,0,70,50,60,-89,85,15,40,-89,50,70,1,99,48,3,5,6,3,5,5,1,45,13,-6,-6,-6,-6,-6,-6,-6
4,0,60,-89,-89,-89,85,0,0,-89,0,70,1,99,-1,99,99,3,3,6,99,99,-1,1,15,0,0,100,0,100,50
3,50,50,50,50,50,50,70,50,50,30,50,2,99,-1,99,99,99,-8,99,99,99,-1,1,100,50,100,100,50,70,50
3,60,0,50,-89,60,50,85,60,-89,60,30,3,2,-1,4,2,1,1,3,2,1,50,26,40,70,60,85,60,40,60
2,65,35,75,50,65,5,70,70,55,45,35,3,4,-1,3,2,3,3,5,4,4,49,1,60,40,999,65,50,35,40
1,0,100,-88,-88,30,85,0,0,-89,15,85,0,6,-4,2,6,6,3,6,7,6,-1,11,60,40,60,100,85,85,0
4,60,0,-89,-89,-89,-89,70,60,-89,-89,-89,3,3,60,3,4,4,1,4,4,3,45,16,40,50,70,70,60,50,50
1,30,40,50,-89,30,40,50,60,-89,0,0,0,3,-1,2,3,2,3,3,6,1,50,15,30,30,60,70,15,50,40
1,70,0,40,50,85,0,85,85,-89,70,0,1,6,-1,6,5,1,1,2,2,1,40,26,60,15,85,100,0,60,50
4,30,40,-88,50,15,70,40,30,-88,40,40,3,4,-1,4,6,99,1,5,3,3,45,27,50,50,30,50,30,50,50
2,20,75,-89,-89,-89,-89,40,20,-89,25,75,3,6,-1,1,6,5,3,6,99,99,20,1,0,50,85,100,50,60,30
2,30,70,30,-89,50,60,40,60,-89,50,70,2,6,-1,2,6,6,2,99,6,2,84,16,0,40,40,100,25,60,25
2,0,85,15,0,30,85,15,15,50,15,50,1,6,-8,4,7,5,3,6,6,6,-1,27,70,40,15,70,60,60,50
2,0,85,99,99,99,100,0,0,99,0,60,1,7,-8,2,6,7,3,7,7,3,-1,1,0,15,0,100,60,100,60
4,85,0,-88,-88,50,0,85,85,-89,70,40,0,2,-1,99,4,5,1,4,99,3,50,17,70,70,40,70,60,70,50
4,30,60,85,-89,-89,-89,70,70,-89,40,40,1,99,43,3,6,99,2,6,6,7,40,22,50,15,30,70,40,50,40
3,0,100,50,30,40,-89,0,60,30,0,70,8,99,20,6,99,7,2,7,7,99,30,28,100,15,100,40,60,40,60
4,0,85,-89,-89,-89,50,0,70,-89,0,70,0,6,52,1,5,2,3,6,7,3,40,1,50,0,50,50,70,85,50
2,15,50,50,40,40,70,30,30,40,15,60,1,6,-1,3,5,5,3,4,4,5,-1,15,15,30,40,100,50,60,50
4,40,40,-89,-89,-89,-89,50,30,-89,30,60,0,5,-1,4,7,1,1,5,7,4,-1,7,-6,-6,-6,-6,-6,-6,-6
3,85,0,60,50,50,50,85,85,50,70,0,2,99,60,7,6,99,3,1,1,2,-1,3,50,999,999,100,85,999,100
1,70,0,20,-89,60,30,70,60,-89,65,30,2,2,55,5,3,2,1,3,4,2,50,20,70,70,65,80,35,60,50
4,15,40,-89,-88,-89,-89,0,30,-89,50,85,0,99,50,99,6,99,3,5,99,99,-1,7,85,0,40,85,60,40,50
2,60,0,40,40,50,40,70,70,40,70,15,1,4,40,5,4,2,3,2,3,2,-1,5,100,70,30,85,15,50,40
1,0,85,50,50,15,85,0,0,50,0,30,1,6,40,1,4,7,2,6,6,5,40,25,50,30,0,90,60,100,85
4,100,30,-99,-99,85,-99,100,100,-99,85,30,2,2,-1,4,6,3,1,2,1,2,45,21,85,85,70,100,40,30,50
3,100,0,-89,-89,100,0,100,100,-89,100,50,1,99,90,7,7,4,1,99,99,4,46,24,-6,-6,-6,-6,-6,-6,-6
2,30,30,60,50,50,30,60,15,60,30,30,0,5,42,4,2,6,1,5,6,2,40,25,30,40,30,50,30,60,40
2,40,30,60,-89,50,30,50,50,-89,40,40,3,5,60,4,6,2,3,6,1,1,40,22,-6,-6,-6,-6,-6,-6,-6
2,15,85,-89,-89,-89,-89,50,85,-89,-88,-88,2,99,50,5,3,99,3,6,7,99,55,9,60,85,70,30,85,50,70
4,30,50,85,50,70,0,50,70,50,15,40,4,5,40,3,7,2,3,6,6,2,40,28,60,85,70,100,70,100,85
2,40,40,60,50,70,65,85,60,-89,50,50,0,4,55,5,6,2,-8,99,7,1,45,1,50,50,85,85,15,50,50
1,15,85,50,50,40,70,30,15,50,40,70,0,5,40,3,6,5,3,6,6,4,-1,17,40,40,40,70,60,70,70
2,40,70,70,99,99,99,85,30,70,50,50,5,6,70,5,6,3,3,1,7,1,-1,-9,-6,-6,-6,-6,-6,-6,-6
1,70,40,100,100,-89,30,100,50,-89,70,30,3,5,-1,3,4,4,3,4,3,1,-1,12,60,40,50,70,30,30,50
4,60,0,-89,-89,50,60,85,70,-89,70,40,0,5,-1,4,4,5,1,4,5,3,8,5,70,60,60,85,60,60,998
2,50,0,75,45,50,5,85,60,70,55,45,1,2,60,5,1,1,1,6,4,2,42,20,60,100,70,50,50,50,50
4,0,60,-89,-89,50,-89,0,0,-89,40,70,4,4,-1,99,99,7,1,4,4,4,5,14,50,30,70,50,50,70,50
4,60,0,-89,-89,-89,-89,70,50,-89,50,50,3,99,50,4,6,4,1,4,4,2,40,8,50,50,50,50,50,50,50
2,85,60,-89,70,60,60,85,85,60,60,50,1,4,-1,7,4,1,1,1,4,2,-1,5,70,60,85,100,85,70,85
2,85,30,40,-89,85,50,100,85,-89,70,50,0,2,-1,4,3,5,1,4,3,4,-1,11,100,85,85,85,30,40,50
1,0,60,99,99,0,85,0,0,99,0,30,1,7,49,1,7,7,3,6,5,5,84,19,0,0,0,70,70,85,100
2,0,70,50,50,30,60,60,15,50,40,60,0,4,-4,3,6,6,1,5,5,4,40,7,50,50,50,60,60,70,50
2,0,40,85,50,50,60,30,0,70,0,30,0,5,-1,2,1,1,2,5,99,99,16,13,0,50,40,50,40,60,50
2,85,15,-89,50,50,-89,85,70,-89,70,30,1,2,-1,4,4,2,1,4,2,1,50,19,50,50,50,100,50,50,50
1,60,0,-89,-89,-89,-89,85,70,-89,70,0,2,2,-1,6,3,1,1,1,1,1,14,5,100,85,100,100,30,0,50
4,30,60,-89,-89,40,-89,40,40,-89,50,50,0,5,40,3,5,5,3,7,3,2,50,17,85,60,40,60,40,40,50
1,0,70,60,-89,50,100,0,0,-89,15,60,3,5,52,4,7,6,3,1,7,1,42,25,-6,-6,-6,-6,-6,-6,-6
2,100,0,0,50,50,50,100,85,50,100,0,4,3,51,6,3,4,3,3,4,2,47,21,60,70,70,70,85,70,70
3,0,15,-88,-89,-88,85,0,0,-89,15,60,0,6,-1,2,4,7,3,6,6,7,40,7,70,70,50,100,85,100,70
4,70,30,50,-89,60,15,85,70,60,100,30,0,99,-1,99,5,5,1,6,5,99,-1,8,60,999,60,70,85,999,70
4,0,85,15,-89,60,85,0,0,-89,0,85,3,99,-1,99,99,4,2,7,7,99,35,9,50,30,70,85,70,70,60
2,0,70,60,-89,85,85,0,15,50,15,60,4,5,-1,1,5,7,3,7,7,4,70,27,50,20,40,60,85,100,60
2,40,0,50,-88,-88,50,70,70,50,40,30,2,4,-1,5,99,4,3,4,3,2,35,1,50,50,50,60,40,50,40
5,40,70,-89,-89,-89,-89,15,50,-89,40,60,3,99,-1,3,5,5,3,5,4,99,40,17,30,50,50,50,50,50,50
3,60,0,-89,50,-88,-89,0,60,70,30,30,1,99,-1,7,7,7,1,7,7,4,-1,1,70,80,30,-9,50,998,998
3,85,0,50,50,60,-89,85,70,50,70,40,3,1,55,4,99,99,1,5,3,1,45,26,90,100,70,85,40,15,50
2,100,0,0,50,50,50,100,100,50,50,50,2,99,4,5,5,3,1,3,4,2,-1,8,80,65,65,80,60,50,80
2,40,0,70,30,60,30,50,15,-99,40,40,3,3,65,5,4,5,1,3,2,4,20,22,60,40,50,100,40,40,70
1,100,0,40,60,100,0,100,100,-89,100,15,5,2,68,6,3,2,1,3,2,2,45,20,100,100,85,100,40,15,30
4,40,0,-89,50,50,50,70,60,-89,70,30,0,2,-1,5,2,3,1,4,4,2,40,22,60,70,85,50,50,30,50
2,85,0,50,-89,50,50,100,100,-89,70,50,2,2,-1,5,3,4,1,3,4,2,-1,3,50,70,50,60,0,50,50
1,100,0,70,85,100,50,100,100,-89,100,15,1,99,100,99,4,6,1,99,2,3,36,11,-6,-6,-6,-6,-6,-6,-6
1,0,100,15,0,0,85,0,0,-89,0,100,2,4,-1,5,7,3,3,1,1,5,40,13,85,0,30,85,60,85,70
2,0,85,30,30,30,85,0,0,-89,0,0,1,6,-1,1,6,7,3,7,7,7,-1,23,50,15,30,70,70,85,50
4,50,60,50,50,-89,50,30,15,-89,50,50,1,99,80,5,4,6,1,6,4,4,22,19,60,60,50,60,60,50,40
5,70,60,-88,-88,50,50,85,50,-89,70,70,2,4,-1,2,4,7,3,4,4,3,46,14,70,85,70,85,85,85,85
3,70,0,50,50,50,50,85,70,-89,60,30,2,3,60,5,3,2,1,3,3,3,30,-9,60,60,70,85,30,40,85
1,85,0,60,-89,60,50,100,85,50,60,30,0,2,54,7,5,1,1,3,2,1,-1,23,85,80,20,70,65,15,5
1,75,0,15,52,70,0,90,78,50,65,10,1,2,50,6,3,1,1,3,2,2,-1,21,50,70,55,50,2,10,50
4,75,60,-99,-99,-99,-99,80,75,-99,70,70,2,3,-1,6,-9,4,1,6,5,6,-1,12,85,85,70,85,72,70,70
1,0,85,30,-88,50,100,0,0,-88,15,60,2,6,42,2,1,7,2,6,5,6,-1,1,30,0,0,100,30,100,100
2,100,0,-89,-89,30,40,100,100,-89,85,30,1,99,-1,5,99,3,1,99,1,99,-1,2,-6,-6,-6,-6,-6,-6,-6
1,60,0,50,50,85,0,100,85,-89,60,0,1,1,90,5,2,1,1,4,4,1,50,25,85,100,85,85,15,0,50
4,0,85,30,-89,0,85,0,50,-89,30,70,3,99,-8,7,7,99,3,3,-9,6,80,21,50,50,50,50,70,50,50
3,15,0,-89,-89,-89,-89,85,60,-89,30,30,2,5,55,3,3,4,1,3,3,5,40,23,-6,-6,-6,-6,-6,-6,-6
1,50,0,50,50,50,50,100,60,50,100,0,0,1,55,7,4,3,3,4,1,99,40,16,-6,-6,-6,-6,-6,-6,-6
1,40,50,30,15,40,40,15,50,50,0,0,2,5,-1,2,7,4,3,5,7,99,-1,14,60,50,50,60,50,50,60
1,30,0,60,50,60,60,60,40,60,40,60,0,5,-1,3,5,6,1,4,3,3,55,26,60,40,30,70,60,70,50
2,85,0,0,0,85,50,100,85,50,100,15,1,1,55,6,1,2,1,2,2,1,50,20,100,100,70,100,15,30,50
1,0,70,50,50,30,50,60,50,-89,40,40,3,3,-1,4,4,4,1,4,4,2,-1,22,50,50,40,70,30,50,40
4,15,50,-89,-89,-88,-88,0,40,-89,40,70,0,99,-1,4,99,7,-8,5,4,99,-1,1,50,50,60,85,15,70,0
3,30,70,-89,-89,-89,50,15,30,-89,40,60,0,4,-1,5,6,5,3,6,6,2,19,8,40,70,40,85,60,60,60
2,0,40,50,-89,30,70,0,50,-89,30,60,2,5,-1,3,5,5,3,6,7,4,50,27,-6,-6,-6,-6,-6,-6,-6
3,0,15,60,40,-89,-89,30,0,99,0,15,4,6,-1,1,6,5,3,5,4,5,-1,21,0,50,50,100,70,100,100
2,0,100,50,50,70,100,0,0,50,0,100,2,6,-1,5,7,6,3,99,7,6,44,24,15,15,100,85,70,60,50
2,90,0,40,40,80,10,90,75,40,75,10,2,4,-1,6,2,3,1,4,1,3,40,27,100,60,60,100,50,40,50
4,40,60,-88,50,50,40,30,70,50,50,50,4,99,-1,99,6,4,1,5,5,6,50,25,-6,-6,-6,-6,-6,-6,-6
1,0,0,60,-89,50,50,50,50,-89,15,15,2,6,-1,3,3,99,3,6,99,5,15,14,0,85,15,85,85,85,85
3,70,0,-89,-89,-88,-89,85,70,-89,85,50,2,2,-1,4,4,3,3,4,4,1,-1,16,100,85,60,85,60,50,85
4,71,2,51,50,50,51,86,60,-99,51,50,3,99,-1,5,4,4,1,1,99,3,60,22,85,70,16,52,0,40,32
4,50,-99,55,50,50,50,64,75,54,53,54,6,99,-1,99,3,6,3,2,4,2,-1,13,75,50,50,50,50,50,50
2,85,0,70,50,60,0,85,50,60,50,40,1,99,-1,4,7,7,1,1,7,2,-1,21,50,70,50,50,40,50,50
4,70,0,50,50,50,15,85,50,-99,85,40,3,2,60,5,5,4,1,4,3,2,12,23,97,99,61,85,31,29,19
3,42,50,53,42,52,57,46,61,52,56,40,1,99,49,99,4,3,3,3,5,2,20,10,29,42,66,67,37,41,50
3,70,0,68,44,70,5,99,81,37,99,10,0,99,62,99,4,4,3,4,4,1,45,15,59,85,89,95,13,34,11
2,90,0,10,10,90,5,95,90,-99,80,0,0,2,-1,6,99,99,1,3,2,3,40,11,100,90,50,50,50,10,10
2,0,100,50,0,0,100,0,0,50,0,70,3,6,30,3,6,99,3,6,6,4,-1,19,50,0,30,50,60,85,50
1,85,0,-99,-99,70,30,100,85,-99,70,15,1,5,75,4,5,5,1,5,3,1,39,26,100,40,15,60,70,40,40
4,60,0,50,70,50,70,70,70,50,60,70,2,99,-1,5,99,1,1,2,3,1,-1,1,1,41,0,85,42,42,17
3,85,0,50,50,50,0,90,70,50,85,30,3,4,-1,4,4,4,1,4,3,2,65,24,30,60,50,50,30,30,30
4,15,48,58,29,29,50,12,85,42,39,57,1,4,-1,6,7,1,2,2,4,4,-1,1,60,30,70,60,50,60,60
1,15,60,50,0,15,72,0,0,50,0,60,0,6,-1,2,6,4,3,5,6,4,75,25,50,40,30,60,70,70,50
1,0,71,55,-99,50,53,0,0,50,0,40,1,6,-1,1,7,6,3,7,7,5,28,11,0,6,6,98,50,91,50
1,2,91,50,48,36,94,7,8,50,10,69,2,3,-1,3,6,6,3,5,99,99,65,22,59,1,49,84,55,85,67
2,0,70,60,40,30,70,30,30,50,30,70,3,5,45,3,5,3,1,4,5,4,35,20,10,20,70,45,40,60,55
2,80,0,50,50,0,70,100,85,50,100,0,3,99,60,5,4,99,3,4,4,99,-1,9,-7,-7,-7,-7,-7,-7,-7
2,90,0,-99,-99,-99,0,90,85,-99,85,10,1,4,-1,4,5,4,1,3,4,2,50,25,85,70,70,50,50,30,50
2,2,77,42,5,17,89,5,21,40,1,70,2,6,48,1,4,7,2,7,7,6,40,24,15,1,12,50,70,88,85
1,0,85,30,0,0,100,0,30,0,0,40,2,5,-1,3,6,6,3,6,4,4,42,24,-6,-6,-6,-6,-6,-6,-6
2,0,60,-99,-99,-99,-99,30,0,-99,0,100,3,6,48,4,-9,4,3,3,4,1,40,18,60,30,50,60,40,75,45
3,30,0,50,50,50,50,100,100,50,60,15,3,99,67,99,99,99,3,99,4,2,14,15,100,100,50,100,15,70,50
1,76,3,39,51,96,41,78,98,70,61,32,0,4,-1,3,4,2,1,5,3,2,40,14,50,60,61,50,40,31,50
2,30,15,40,-99,-99,-99,70,40,-99,85,70,1,2,-1,3,4,4,3,6,5,2,40,24,30,51,51,51,57,16,50
3,0,100,85,70,50,50,0,50,50,100,50,1,99,-1,1,99,99,1,4,7,99,-1,14,0,50,50,100,40,50,50
1,85,2,50,49,50,70,100,100,50,86,50,1,2,65,6,4,5,1,5,4,4,-1,10,53,86,100,66,53,51,51
3,15,70,40,50,30,100,15,0,50,30,70,5,6,46,2,4,6,3,5,5,4,45,25,50,15,30,60,70,60,50
1,0,85,15,15,0,85,0,0,0,0,70,1,6,-1,2,6,6,3,6,6,6,10,22,15,0,30,-9,70,85,50
4,30,40,-99,-99,-99,-99,50,50,-99,60,30,1,99,-1,4,99,3,3,3,99,1,-1,9,-9,-9,-9,-9,-9,-9,-9
3,0,15,15,15,15,85,15,60,50,15,50,1,5,52,1,2,6,1,7,6,3,55,23,50,50,16,50,60,50,50
2,99,4,-99,-99,-99,-99,79,-99,-99,72,53,3,3,100,3,4,4,2,3,4,3,44,27,96,61,27,79,43,50,27
2,96,54,-99,51,91,78,100,100,-99,90,71,1,4,-1,2,2,1,3,2,2,2,40,13,100,90,51,100,56,71,71
2,60,15,60,50,70,30,30,40,50,40,40,2,4,-1,3,4,7,1,6,4,4,45,23,-6,-6,-6,-6,-6,-6,-6
3,0,100,-99,-99,-99,85,0,0,-99,0,70,1,99,25,99,7,99,3,99,6,99,-1,8,50,49,85,91,28,84,51
2,0,70,50,-99,50,70,15,0,-99,15,70,0,6,40,3,5,6,3,99,5,5,-1,15,51,41,40,85,85,85,51
3,85,0,-99,-99,60,50,70,85,-99,85,40,0,4,65,99,4,4,1,99,4,99,-1,5,85,70,50,70,40,60,50
4,0,85,-99,-99,-99,-99,40,0,-99,60,100,0,6,-1,3,6,99,3,99,99,99,50,21,88,72,100,100,73,86,89
3,91,1,-99,-99,-99,73,99,77,-99,88,21,4,99,-1,99,4,4,3,3,4,4,-1,4,74,70,73,87,55,66,60
3,15,60,-99,-99,50,50,0,40,50,60,60,0,99,-9,99,5,5,3,5,7,99,37,12,15,40,15,60,30,50,30
4,30,0,-99,-99,-99,-99,85,50,-99,50,50,4,4,-1,5,2,1,1,3,4,2,40,26,50,50,50,70,60,60,60
4,72,5,51,50,-99,-99,76,77,-99,63,45,1,4,-1,99,99,3,3,3,3,99,40,9,50,50,60,60,60,50,60
